,Cluster ID,confidence_score,Id,Site Name,Description,Address,City,State,ZIP,Phone Number,URL,Ages Served,Ages 0-3,Ages 3-5,Weekday Availability,Duration/Hours,Program Information,Languages other than English,Other Features,Accreditation,Quality,Quality Rating,Latitude,Longitude,Location,Historical Wards 2003-2015,Zip Codes,Community Areas,Census Tracts,Wards
83,294,1.0,663,David G Farragut Career Academy High School,"<p>Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old, particularly those most in need, have access to high-quality programs. Schools are committed to creating an engaging, developmentally appropriate learning environment that supports and respects the unique potential of each individual child through best professional practices, parent engagement, and community involvement.</p>",2345 S Christiana Ave,Chicago,IL,60623,(773) 534-1300,http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609704,3 years to 5 years,False,True,"Full Week, Full Day",,CPS Based,,,,silver,Silver,41.848974,-87.708647,"{'latitude': '41.848974', 'longitude': '-87.708647'}",14.0,21569,32.0,291.0,28.0
153,295,1.0,664,Fernwood Elementary School,"<p>Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old, particularly those most in need, have access to high-quality programs. Schools are committed to creating an engaging, developmentally appropriate learning environment that supports and respects the unique potential of each individual child through best professional practices, parent engagement, and community involvement.</p>",10041 S Union Ave,Chicago,IL,60628,(773) 535-2700,http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609917,3 years to 5 years,False,True,"Full Week, Half Day",,CPS Based,,,,licensed,Licensed,41.711664,-87.640521,"{'latitude': '41.711664', 'longitude': '-87.640521'}",45.0,21861,72.0,593.0,22.0
579,296,1.0,665,William F Finkl Elementary School,"<p>Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old, particularly those most in need, have access to high-quality programs. Schools are committed to creating an engaging, developmentally appropriate learning environment that supports and respects the unique potential of each individual child through best professional practices, parent engagement, and community involvement.</p>",2332 S Western Ave,Chicago,IL,60608,(773) 535-5850,http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609967,3 years to 5 years,False,True,"Full Week, Full Day, Half Day",,"CPS Based, Head Start",,,,silver,Silver,41.849629,-87.685571,"{'latitude': '41.849629', 'longitude': '-87.685571'}",8.0,14920,33.0,204.0,26.0
299,297,1.0,666,John Fiske Elementary School,"<p>Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old, particularly those most in need, have access to high-quality programs. Schools are committed to creating an engaging, developmentally appropriate learning environment that supports and respects the unique potential of each individual child through best professional practices, parent engagement, and community involvement.</p>",6020 S Langley Ave,Chicago,IL,60637,(773) 535-0990,http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609919,3 years to 5 years,False,True,"Full Week, Full Day",,CPS Based,,,,silver,Silver,41.7852614,-87.6085429,"{'latitude': '41.7852614', 'longitude': '-87.6085429'}",53.0,22260,9.0,471.0,4.0
160,298,1.0,667,Fort Dearborn Elementary School,"<p>Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old, particularly those most in need, have access to high-quality programs. Schools are committed to creating an engaging, developmentally appropriate learning environment that supports and respects the unique potential of each individual child through best professional practices, parent engagement, and community involvement.</p>",9025 S Throop St,Chicago,IL,60620,(773) 535-2680,http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609924,3 years to 5 years,False,True,"Full Week, Half Day",,"CPS Based, Head Start",,,,gold,Gold,41.72991,-87.655367,"{'latitude': '41.72991', 'longitude': '-87.655367'}",18.0,21554,72.0,195.0,13.0
161,299,1.0,668,Foster Park Elementary School,"<p>Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old, particularly those most in need, have access to high-quality programs. Schools are committed to creating an engaging, developmentally appropriate learning environment that supports and respects the unique potential of each individual child through best professional practices, parent engagement, and community involvement.</p>",8530 S Wood St,Chicago,IL,60620,(773) 535-2725,http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609927,3 years to 5 years,False,True,"Full Week, Full Day, Half Day",,CPS Based,,,,gold,Gold,41.738787,-87.668006,"{'latitude': '41.738787', 'longitude': '-87.668006'}",6.0,21554,70.0,532.0,13.0
413,300,1.0,669,Melville W Fuller Elementary School,"<p>Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old, particularly those most in need, have access to high-quality programs. Schools are committed to creating an engaging, developmentally appropriate learning environment that supports and respects the unique potential of each individual child through best professional practices, parent engagement, and community involvement.</p>",4214 S Saint Lawrence Ave,Chicago,IL,60653,(773) 535-1687,http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609928,3 years to 5 years,False,True,"Full Week, Half Day",,"CPS Based, Head Start",,,,silver,Silver,41.817971,-87.611696,"{'latitude': '41.817971', 'longitude': '-87.611696'}",1.0,4301,4.0,583.0,10.0
493,301,1.0,670,Robert Fulton Elementary School,"<p>Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old, particularly those most in need, have access to high-quality programs. Schools are committed to creating an engaging, developmentally appropriate learning environment that supports and respects the unique potential of each individual child through best professional practices, parent engagement, and community involvement.</p>",5300 S Hermitage Ave,Chicago,IL,60609,(773) 535-9000,http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609929,3 years to 5 years,False,True,"Full Week, Full Day, Half Day",,"CPS Based, Head Start",,,,silver,Silver,41.797134,-87.668687,"{'latitude': '41.797134', 'longitude': '-87.668687'}",19.0,14924,59.0,789.0,2.0
171,302,1.0,671,Frederick Funston Elementary School,"<p>Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old, particularly those most in need, have access to high-quality programs. Schools are committed to creating an engaging, developmentally appropriate learning environment that supports and respects the unique potential of each individual child through best professional practices, parent engagement, and community involvement.</p>",2010 N Central Park,Chicago,IL,60647,(773) 534-4125,http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609930,3 years to 5 years,False,True,"Full Week, Full Day, Half Day",,"CPS Based, Head Start",,,,licensed,Licensed,41.917931,-87.717343,"{'latitude': '41.917931', 'longitude': '-87.717343'}",10.0,22535,23.0,73.0,49.0
526,303,1.0,672,Stephen F Gale Elementary Community Academy,"<p>Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old, particularly those most in need, have access to high-quality programs. Schools are committed to creating an engaging, developmentally appropriate learning environment that supports and respects the unique potential of each individual child through best professional practices, parent engagement, and community involvement.</p>",1631 W Jonquil Ter,Chicago,IL,60626,(773) 534-2100,http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609933,3 years to 5 years,False,True,"Full Week, Full Day",,"CPS Based, Head Start",,,,gold,Gold,42.021062,-87.672219,"{'latitude': '42.021062', 'longitude': '-87.672219'}",3.0,21853,10.0,340.0,5.0
409,304,1.0,673,Matthew Gallistel Elementary Language Academy,"<p>Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old, particularly those most in need, have access to high-quality programs. Schools are committed to creating an engaging, developmentally appropriate learning environment that supports and respects the unique potential of each individual child through best professional practices, parent engagement, and community involvement.</p>",10347 S Ewing Ave,Chicago,IL,60617,(773) 535-6540,http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609935,3 years to 5 years,False,True,"Full Week, Full Day, Half Day",,CPS Based,,,,silver,Silver,41.706897,-87.535101,"{'latitude': '41.706897', 'longitude': '-87.535101'}",47.0,21202,49.0,715.0,47.0
389,305,1.0,674,Marcus Moziah Garvey Elementary School,"<p>Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old, particularly those most in need, have access to high-quality programs. Schools are committed to creating an engaging, developmentally appropriate learning environment that supports and respects the unique potential of each individual child through best professional practices, parent engagement, and community involvement.</p>",10309 S Morgan St,Chicago,IL,60643,(773) 535-2763,http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610128,3 years to 5 years,False,True,"Full Week, Full Day",,CPS Based,,,,gold,Gold,41.706672,-87.647668,"{'latitude': '41.706672', 'longitude': '-87.647668'}",45.0,22212,72.0,595.0,22.0
324,306,1.0,675,Joseph E Gary Elementary School,"<p>Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old, particularly those most in need, have access to high-quality programs. Schools are committed to creating an engaging, developmentally appropriate learning environment that supports and respects the unique potential of each individual child through best professional practices, parent engagement, and community involvement.</p>",3740 W 31st St,Chicago,IL,60623,(773) 534-1455,http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609938,3 years to 5 years,False,True,"Full Week, Full Day, Half Day",,"CPS Based, Head Start",,,,gold,Gold,41.837004,-87.71802,"{'latitude': '41.837004', 'longitude': '-87.71802'}",14.0,21569,32.0,234.0,28.0
165,307,1.0,676,Frank L Gillespie Elementary School,"<p>Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old, particularly those most in need, have access to high-quality programs. Schools are committed to creating an engaging, developmentally appropriate learning environment that supports and respects the unique potential of each individual child through best professional practices, parent engagement, and community involvement.</p>",9301 S State St,Chicago,IL,60619,(773) 535-5065,http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609939,3 years to 5 years,False,True,"Full Week, Full Day",,CPS Based,,,,gold,Gold,41.725211,-87.623416,"{'latitude': '41.725211', 'longitude': '-87.623416'}",31.0,21546,45.0,554.0,43.0
